CustomerID,TenureMonths,ContractType,MonthlyCharges,SupportTickets,FeatureUsageScore,TotalCharges,Churn
CUST-0035,55,One year,83.01044756973596,7,40,4826.104182320121,1
CUST-0036,68,Month-to-month,99.77387199222042,5,30,5570.960586949553,0
CUST-0037,71,One year,77.50811569107226,6,21,5120.202151954224,0
CUST-0038,5,Month-to-month,89.46622538195001,3,28,548.1723776705717,0
CUST-0039,70,One year,106.75417192187935,5,65,7799.746245387403,0
CUST-0040,36,Two year,23.585870435556355,3,40,954.1603964322492,0
CUST-0041,61,Month-to-month,83.89879613249522,3,79,5162.105660747087,0
CUST-0042,53,Month-to-month,120.13778077473899,5,66,5661.4698838733475,0
CUST-0043,56,One year,80.92326252768521,1,96,4334.3533720513415,0
CUST-0044,22,Month-to-month,78.78794750999178,0,97,1683.730866835195,0
CUST-0045,43,Month-to-month,36.201483844911714,1,55,1702.8582991125263,0
CUST-0046,21,Month-to-month,87.86770367919235,0,82,1814.533018929312,0
CUST-0047,53,Two year,90.23162895469108,3,42,4867.505573748684,1
CUST-0048,17,Month-to-month,85.2007771520241,3,23,1764.083515633608,0
CUST-0049,57,Two year,83.07884073408553,3,26,5350.169895388534,1
CUST-0050,18,Two year,55.510456690530496,5,97,941.5713199682594,0
CUST-0051,67,One year,90.84170198963238,2,61,5088.258643192812,1
CUST-0052,8,Month-to-month,85.20947731501171,8,59,702.7481007723686,0
CUST-0053,51,Month-to-month,125.24158429370003,1,26,6866.179220548048,0
CUST-0054,9,Month-to-month,76.43069080863044,1,96,724.7101536906397,0
CUST-0055,31,Month-to-month,56.24626581044539,5,55,1938.8930579381968,0
CUST-0056,17,Month-to-month,62.148389228801804,7,40,1059.7781023203302,0
CUST-0057,65,One year,30.116300564708204,5,92,1913.8151598791574,0
CUST-0058,62,One year,77.64065950675861,4,46,4574.65093359788,0
CUST-0059,44,One year,62.383348147041396,4,53,2653.7029292663788,1
CUST-0060,9,Month-to-month,64.74171608548949,5,30,552.3590683107104,1
CUST-0061,12,Month-to-month,54.204565811576515,6,45,647.3951890910437,0
CUST-0062,58,Month-to-month,114.2543046433536,0,31,7984.871278631052,0
CUST-0063,8,Month-to-month,87.8119290157472,0,58,664.7499619635383,0
CUST-0064,28,One year,22.819536007131624,6,51,681.259737906806,0
CUST-0065,50,One year,56.315892798268706,2,75,2950.1372847204643,0
CUST-0066,37,Month-to-month,94.50048532752186,2,77,3821.7674800538143,0
CUST-0067,16,Month-to-month,90.47931949191741,8,32,1392.3581381812653,0
CUST-0068,9,One year,91.81830886330835,8,32,922.0951094201849,1
CUST-0069,5,Two year,114.41694065893498,5,38,522.9013533458927,1
CUST-0070,10,Month-to-month,106.74211957786062,0,89,1163.043221634044,0
CUST-0071,43,Two year,28.932035795037198,6,56,1223.302870538204,0
CUST-0072,54,Month-to-month,56.8570646300978,0,38,3092.799355567293,0
CUST-0073,16,One year,45.392084946202964,9,73,701.7304141970103,1
CUST-0074,20,Month-to-month,66.66169762464926,3,98,1236.5843549826352,0
CUST-0075,2,Two year,59.39330778509538,9,61,118.22307558491077,1
CUST-0076,65,Month-to-month,63.04456396789466,4,46,4579.491135406477,0
CUST-0077,7,Month-to-month,75.64494339504968,5,86,668.3692628710226,0
CUST-0078,61,Month-to-month,83.15192638502299,8,42,5093.303393644158,0
CUST-0079,62,Two year,37.829551492416094,8,24,2416.7380329764296,1
CUST-0080,6,Month-to-month,88.36592485422534,3,99,552.7496787841656,0
CUST-0081,38,Month-to-month,55.22938263197631,9,35,2354.4154522841113,0
CUST-0082,26,Two year,43.55002317228316,7,84,1121.7908361722198,1
CUST-0083,37,Month-to-month,68.06688869135665,2,38,2338.7530100352697,0
CUST-0084,10,Month-to-month,64.78078870314721,1,69,569.0146446688195,0
CUST-0085,47,Two year,69.91836920109876,5,50,3131.9920950977844,1
CUST-0086,1,Month-to-month,52.599182322908774,6,93,56.65471743787123,0
CUST-0087,50,One year,94.90422063626963,4,42,5107.722983344565,1
CUST-0088,46,Month-to-month,63.52394543513121,2,36,3066.3311887315567,0
CUST-0089,68,Month-to-month,63.735471553477865,6,67,4355.819822027642,0
CUST-0090,7,One year,106.28037125677359,8,41,682.1328062595942,1
CUST-0091,6,Month-to-month,73.00237619438818,5,86,405.24306903474456,0
CUST-0092,63,Month-to-month,62.77751133884285,8,49,4648.0877947939725,0
CUST-0093,11,Month-to-month,74.11410611766945,1,48,867.2627537100008,0
CUST-0094,35,Month-to-month,100.72548542943566,0,21,3844.3633500761593,0
CUST-0095,22,Month-to-month,97.6197334797879,3,49,2441.196002872277,0
CUST-0096,28,Month-to-month,88.38568645779658,8,62,2596.592182033945,0
CUST-0097,64,One year,70.09801928660933,2,62,5217.794623337462,0
CUST-0098,69,Month-to-month,63.89662617259141,4,80,4716.262513738285,0
CUST-0099,8,One year,93.10351867384907,5,74,709.5454245294843,0
CUST-0100,69,Month-to-month,87.06249505524406,4,83,4818.235764283332,0
CUST-0101,3,Month-to-month,69.29878309640226,1,23,192.06795338322956,0
CUST-0102,53,Month-to-month,69.94119454482012,8,48,4766.137498790574,0
CUST-0103,49,One year,112.26960820076887,4,60,6370.388317766471,0
CUST-0104,17,Month-to-month,72.4492698950135,8,59,983.2779281070493,0
CUST-0105,13,Month-to-month,89.82865001462072,8,63,1265.122308842515,1
CUST-0106,45,Month-to-month,108.44033829845391,2,47,5424.885070760141,0
CUST-0107,11,Month-to-month,99.35609814689003,2,47,1309.6657884905364,0
CUST-0108,15,Month-to-month,70.6939975816027,1,91,1034.4325233728846,0
CUST-0109,1,One year,56.850754814830786,4,63,53.34585017664376,0
CUST-0110,70,One year,67.33969775210434,9,26,4991.758980268211,0
CUST-0111,63,Month-to-month,50.30842463628159,2,35,2783.7177574633374,0
CUST-0112,44,Month-to-month,65.56793074786172,6,44,3099.903301631852,1
CUST-0113,49,One year,86.51428038023349,1,91,4223.557189911814,0
CUST-0114,41,Month-to-month,50.7276505464013,9,53,2056.644182912895,0
CUST-0115,59,One year,66.34396289864064,5,68,4875.960768920445,0
CUST-0116,45,One year,36.707489158923835,2,90,1691.9610504208158,0
CUST-0117,59,One year,71.79779688702584,7,69,4131.957880014399,0
CUST-0118,39,Month-to-month,77.51987488735412,0,99,3652.1325418409847,0
CUST-0119,6,One year,118.58316378841813,4,86,726.7506735570761,0
CUST-0120,8,One year,104.02212116278727,9,29,848.8341843324325,1
CUST-0121,7,Month-to-month,61.86128080428893,0,60,406.02500153102716,0
CUST-0122,23,One year,47.419347386406535,8,21,1175.978829272278,1
CUST-0123,16,One year,104.18753465269917,2,79,1866.3529559356102,1
CUST-0124,25,Month-to-month,59.46216801027074,7,26,1357.5461253392389,1
CUST-0125,13,Two year,34.035283649869285,5,40,427.9147346732941,1
CUST-0126,70,Month-to-month,59.1646038279517,3,71,4865.605392124801,0
CUST-0127,7,Two year,91.01712594660401,8,55,658.8427378902488,1
CUST-0128,8,Month-to-month,51.96269094508234,7,75,395.4014036931609,0
CUST-0129,14,Month-to-month,84.49390354961635,0,53,1348.0068144705533,0
CUST-0130,12,Month-to-month,64.2353306279814,3,43,779.5101097670373,0
CUST-0131,32,Month-to-month,74.48217063495389,8,52,2361.305505939217,0
CUST-0132,6,Month-to-month,57.06385633695798,8,85,331.0617188171657,0
CUST-0133,8,One year,51.50758512966225,3,68,402.12377773454847,0
CUST-0134,25,Month-to-month,74.38073699063712,5,39,1812.6321887278248,0
CUST-0135,50,Two year,55.57295188743107,1,62,2731.5762948201227,0
CUST-0136,30,Month-to-month,51.112539930478476,9,76,1382.5949759734906,0
CUST-0137,65,Month-to-month,81.88177779887523,9,93,4486.625473747846,0
CUST-0138,23,Month-to-month,101.10882168498617,4,28,2317.9556948528266,0
CUST-0139,2,One year,56.8629761525009,3,96,126.55213971797016,0
CUST-0140,6,One year,68.03030243964953,8,35,400.44781003182686,1
CUST-0141,52,One year,87.81264400284962,8,95,4574.474655554593,0
CUST-0142,62,Month-to-month,94.75492712298949,1,31,5994.703262247185,0
CUST-0143,45,One year,90.29438764266706,9,59,3930.1351685367695,1
CUST-0144,69,One year,43.547805429329976,9,78,3152.371970923072,0
CUST-0145,26,Month-to-month,64.99361723309349,2,82,1397.189686949466,0
CUST-0146,20,One year,76.31948102316693,4,41,1318.279357450827,0
CUST-0147,20,Month-to-month,81.6412698482974,3,65,1690.5106319834813,0
CUST-0148,66,One year,78.54569434773784,8,59,4465.98722369604,1
CUST-0149,27,Month-to-month,103.6985849106262,3,66,2330.1623795062596,0
CUST-0150,26,Month-to-month,67.35732675929077,6,66,1751.9818870866873,0
CUST-0151,45,Month-to-month,60.58832527286281,1,53,2824.61407548353,0
CUST-0152,50,Month-to-month,62.87753625353987,3,93,2807.2624512730345,0
CUST-0153,34,Month-to-month,20.0,2,80,671.819580090171,0
CUST-0154,71,Month-to-month,96.78683142140626,3,97,6389.180973134811,0
CUST-0155,59,Month-to-month,98.38842343042896,6,78,6242.889529484672,0
CUST-0156,66,Month-to-month,81.8638134058632,7,57,5259.569564008679,0
CUST-0157,52,Month-to-month,77.44637604108857,8,40,3765.348656003753,1
CUST-0158,2,Month-to-month,80.82867717066239,8,48,160.44587091404995,0
CUST-0159,18,Month-to-month,33.94776995747441,5,88,628.9717631308341,0
CUST-0160,5,Month-to-month,69.34967760297049,2,56,368.2215186298224,0
CUST-0161,63,Month-to-month,93.75412041912028,8,43,6130.824513592663,0
CUST-0162,53,Month-to-month,52.62669917243414,0,47,2505.6086658461268,0
CUST-0163,26,Month-to-month,46.74688629041642,7,38,1052.7434201097224,0
CUST-0164,37,Month-to-month,78.39812025078751,4,41,2982.3245992583234,0
CUST-0165,3,One year,42.00920046061294,7,66,126.4618829031858,0
CUST-0166,8,One year,78.22845624620466,4,62,581.3736797556397,0
CUST-0167,24,Month-to-month,78.28482850369942,7,36,2194.2730757451172,0
CUST-0168,51,Month-to-month,52.82566265526738,0,82,3025.5025890813176,0
CUST-0169,41,Month-to-month,79.20522954419131,5,63,3208.9001242867757,0
CUST-0170,35,One year,101.48113056533872,1,34,3485.50137304694,0
CUST-0171,40,Month-to-month,33.407452774023945,7,66,1469.5251415365328,0
CUST-0172,59,Month-to-month,55.51507725073865,4,47,2766.5176456088866,0
CUST-0173,54,Month-to-month,77.80170021171567,2,50,3562.6259551041426,0
CUST-0174,35,Month-to-month,71.01793855612836,8,75,1643.52311182812,0
CUST-0175,12,Month-to-month,98.7899680457221,8,43,1244.791629980609,1
CUST-0176,59,Month-to-month,81.36864306095985,2,38,4945.219640977911,0
CUST-0177,39,One year,80.6739269427375,7,62,3304.020692611053,0
CUST-0178,23,Month-to-month,74.16584827033525,8,89,1623.471626920339,0
CUST-0179,59,Month-to-month,46.41802073309489,3,58,3379.353440593567,0
CUST-0180,64,One year,38.739754851669396,1,44,2647.8366073187203,0
CUST-0181,35,Month-to-month,60.54176821342916,1,70,2102.768351494218,0
CUST-0182,44,Month-to-month,20.0,7,39,617.2318916049422,0
CUST-0183,71,Month-to-month,39.079765393075895,3,79,2461.89239513602,0
CUST-0184,36,Month-to-month,111.51572848507007,6,91,4122.40924815113,0
CUST-0185,46,Month-to-month,76.50276864062873,7,72,4165.502491208868,0
CUST-0186,15,One year,37.75153088548985,8,57,580.9315319895713,0
CUST-0187,34,Month-to-month,24.747694728368053,0,45,850.9737281969187,0
CUST-0188,51,Month-to-month,114.78010432328479,2,32,5689.122000955195,0
CUST-0189,14,Month-to-month,28.883274002260258,9,65,452.47716647357043,0
CUST-0190,27,Month-to-month,96.38407135078496,3,67,2573.129082793223,0
CUST-0191,31,One year,103.30005060919096,8,94,3116.363352067069,1
CUST-0192,11,One year,117.63140019406383,3,45,1203.00369716647,1
CUST-0193,41,Month-to-month,70.01107061764128,7,53,2679.5113538931732,0
CUST-0194,13,Month-to-month,51.563669336455376,9,76,632.2330689838954,0
CUST-0195,2,One year,97.9173958814859,9,93,178.55491245024612,1
CUST-0196,48,Month-to-month,67.6721930025011,1,37,3240.1737585232445,0
CUST-0197,31,Month-to-month,102.24905984416269,0,46,3352.0680452660686,0
CUST-0198,35,Month-to-month,28.257759175573554,7,94,878.8134529043065,0
CUST-0199,29,Two year,43.813976850397964,7,54,1085.3594713239113,1
CUST-0200,1,One year,69.08096108536907,7,72,69.11536898205466,1
CUST-0201,32,Month-to-month,76.24858239309025,9,95,2366.6764449182783,0
CUST-0202,1,One year,65.94268695160748,8,76,61.22460878900859,1
CUST-0203,33,Month-to-month,93.74417185380588,1,79,3192.2006288866155,0
CUST-0204,52,Month-to-month,65.8138511876597,8,60,3181.2214406645844,0
CUST-0205,25,Month-to-month,60.706152790934084,8,56,1602.3549589214117,0
CUST-0206,52,Month-to-month,61.8079592997158,9,89,3201.6264971700452,0
CUST-0207,21,Month-to-month,100.29152470893428,0,27,2136.459855565787,0
CUST-0208,33,One year,77.7098955239238,6,24,2690.5054370646794,1
CUST-0209,29,Two year,83.21868298547139,6,97,3394.374574992193,0
CUST-0210,64,Month-to-month,81.56392142778567,8,27,5069.568775898767,0
CUST-0211,36,Two year,67.47335112255864,2,55,2494.706481563411,1
CUST-0212,25,One year,53.29768666126183,4,38,1365.1333055233067,1
CUST-0213,47,One year,67.86456835815497,9,99,3616.9519926109087,0
CUST-0214,60,Month-to-month,58.297463642465125,4,65,3469.6457584871573,0
CUST-0215,57,Month-to-month,56.2615648946222,4,63,3858.276564224867,0
CUST-0216,44,One year,60.62706007994107,3,87,2627.410657486915,0
CUST-0217,35,Month-to-month,42.996488190497914,7,36,1467.8096851637035,0
CUST-0218,16,One year,95.98743415425483,0,99,1594.2335250637288,0
CUST-0219,38,Month-to-month,62.819219316889345,6,42,2267.2095184864193,0
CUST-0220,59,One year,93.82081663809184,3,45,5719.975797410622,0
CUST-0221,55,Month-to-month,40.74162498119959,4,73,2570.775899817974,0
CUST-0222,64,Month-to-month,45.540387226929575,2,95,2958.0895734354913,0
CUST-0223,15,Month-to-month,48.535963699479765,2,89,778.857593331041,0
CUST-0224,24,Two year,114.13640859144319,0,57,2910.201511394278,1
CUST-0225,63,One year,40.47916412101566,1,92,2593.217041524722,0
CUST-0226,4,Month-to-month,74.6958981528709,2,98,327.79533285698193,0
CUST-0227,48,Month-to-month,95.08447493231499,6,71,4839.840801756517,0
CUST-0228,20,Month-to-month,70.00841723023407,6,83,1279.163214987253,0
CUST-0229,14,One year,84.49788131200097,6,92,1307.150761776975,0
CUST-0230,34,Month-to-month,71.29010567666552,7,94,2449.007326711113,0
CUST-0231,33,Two year,75.62318686573822,3,41,2376.0320792003067,1
CUST-0232,71,One year,139.7361210437192,6,23,8074.677659267589,1
CUST-0233,32,Month-to-month,43.63484390137784,2,79,1335.0554436597786,0
CUST-0234,30,Month-to-month,100.21275225653994,5,36,3249.725662801559,0
CUST-0235,49,Month-to-month,62.05538325845037,5,70,2549.515458329001,0
CUST-0236,48,Month-to-month,106.7266122052424,1,60,5645.720746098718,0
CUST-0237,2,Month-to-month,92.70855227411128,5,71,144.42209159385047,0
CUST-0238,42,One year,120.76447673397621,9,32,4861.561635788703,1
CUST-0239,47,Month-to-month,52.82386073279683,7,34,2491.2799136735916,0
CUST-0240,69,Month-to-month,72.72391277357582,6,42,5303.646829925431,0
CUST-0241,49,One year,69.48249192798633,0,39,3304.01434205492,0
CUST-0242,35,One year,39.06146769961097,7,40,1439.5913898911579,1
CUST-0243,31,One year,73.04537723396221,4,28,2462.5235298044777,0
CUST-0244,4,Month-to-month,82.32299865915449,8,92,291.3110616662822,0
CUST-0245,57,Month-to-month,65.63253694328286,7,70,4006.085470363709,0
CUST-0246,17,One year,68.84026940520978,8,47,973.7899618610038,0
CUST-0247,48,Month-to-month,86.62238125734088,2,93,4299.478774604197,0
CUST-0248,58,Month-to-month,79.89291816761693,2,63,4163.865821656604,0
CUST-0249,33,Two year,75.82520815692264,9,74,2730.8838300416423,1
CUST-0250,32,Month-to-month,95.02830092566533,1,97,3093.01763298535,0
CUST-0251,23,Month-to-month,67.38383161213214,3,60,1698.162360412626,0
CUST-0252,30,One year,60.81741652400273,1,31,1810.2692632662795,0
CUST-0253,19,Month-to-month,105.06043403882767,0,95,1690.967194663168,0
CUST-0254,59,Month-to-month,87.81431114166476,0,34,4825.852806456182,0
CUST-0255,61,One year,65.10434473997337,8,71,4729.999516035271,0
CUST-0256,53,Month-to-month,78.43095048780131,3,82,4893.161690340973,0
CUST-0257,54,One year,55.2802641469438,7,39,3172.8560246795537,0
CUST-0258,50,Month-to-month,48.31204221367077,4,37,2361.6786147689845,0
CUST-0259,24,Two year,92.51935542657347,5,92,2733.2880871048706,0
CUST-0260,2,Month-to-month,59.54495598516254,9,39,98.26446550717975,0
CUST-0261,32,One year,26.11461267383887,6,21,871.2947084689857,1
CUST-0262,50,Month-to-month,62.82492872282208,5,70,3166.893622943967,0
CUST-0263,33,Month-to-month,31.844172602193545,9,38,1286.2483882058482,0
CUST-0264,69,Two year,56.98582224569169,4,44,3587.992475095421,1
CUST-0265,14,One year,89.20491579809766,5,93,1416.6606330795582,0
CUST-0266,61,Month-to-month,87.01611565924857,4,46,5119.247507877341,0
CUST-0267,34,Month-to-month,56.58625835273471,3,78,2136.4462585920273,0
CUST-0268,54,Month-to-month,99.21544936515885,3,63,4929.061619004733,0
CUST-0269,40,One year,36.88276959356712,7,35,1857.1878836125413,0
CUST-0270,21,One year,111.75723104561908,1,90,2420.6909428390513,0
CUST-0271,53,Month-to-month,88.69466678537367,8,67,4704.035309455753,0
CUST-0272,59,Month-to-month,85.27471897114644,7,86,5168.41225697524,0
CUST-0273,20,Month-to-month,99.60587109909031,4,92,1986.190517127037,0
CUST-0274,58,Month-to-month,64.11031508484274,2,79,3657.3470133011206,0
CUST-0275,20,Month-to-month,77.9662328130651,7,40,1400.6797898997966,0
CUST-0276,18,Month-to-month,97.12780323382869,0,44,1510.5303239622297,0
CUST-0277,24,Month-to-month,77.96233696552235,4,35,2021.8888158131833,0
CUST-0278,63,One year,51.663390172449105,5,80,2705.1539285679255,0
CUST-0279,64,One year,20.0,3,86,716.3229781907636,0
CUST-0280,58,Month-to-month,106.14040716975836,7,23,7092.338126925202,0
CUST-0281,2,Month-to-month,100.83078283022745,2,69,189.83852977396603,0
CUST-0282,45,Month-to-month,87.24305876107783,4,66,3405.2762822297655,0
CUST-0283,71,One year,35.80860988323515,6,48,2857.671607048987,0
CUST-0284,7,Month-to-month,85.44085730089905,7,25,523.2256722142944,1
CUST-0285,37,One year,58.12242009631351,2,40,2351.785205716971,0
CUST-0286,50,Month-to-month,114.91043217697694,0,68,6909.183436379024,0
CUST-0287,70,Month-to-month,23.07040395060902,1,90,1633.0105186513529,0
CUST-0288,14,Month-to-month,100.51022397984408,8,64,1572.1098441244162,0
CUST-0289,17,Two year,100.41093913916697,8,57,1801.5197249433527,1
CUST-0290,17,Month-to-month,51.20996453914204,5,23,817.5423607275878,0
CUST-0291,65,One year,72.05703598287113,2,77,4202.710948637363,0
CUST-0292,40,Month-to-month,111.48518135528835,9,90,4237.088453129456,0
CUST-0293,6,Month-to-month,88.8060306963834,7,54,653.6967862727323,0
CUST-0294,51,Month-to-month,74.87553351699037,2,20,3858.033115792898,0
CUST-0295,6,One year,93.92680579386708,6,20,715.9641188672513,1
CUST-0296,66,Month-to-month,38.821174534493416,1,52,2469.176207893952,0
CUST-0297,58,Month-to-month,66.04935222654993,6,38,3926.621205949788,0
CUST-0298,24,Two year,67.91381728067662,2,81,1780.9374634951407,0
CUST-0299,2,One year,74.2954441446943,7,90,143.6061423866761,0
CUST-0300,71,One year,67.36282069585151,1,24,4896.196890125261,0
CUST-0301,26,One year,73.16585437368593,2,91,1696.851529555039,0
CUST-0302,3,One year,70.39140650279238,7,80,236.30713848335486,1
CUST-0303,48,One year,59.37496273865844,3,79,2973.8189987091882,0
CUST-0304,70,One year,87.29827018055131,8,96,6196.803145847062,0
CUST-0305,64,One year,65.62620283962566,1,95,4508.5619199008215,0
CUST-0306,56,One year,52.87717299126919,2,45,2498.310787683419,0
CUST-0307,52,Month-to-month,96.6837467381166,3,29,5443.310860873008,0
CUST-0308,24,One year,84.50431673640638,0,20,2152.5415547421476,1
CUST-0309,36,One year,61.909395630482365,6,80,2265.611037629237,0
CUST-0310,67,Month-to-month,67.42430316503899,6,40,4975.303333577404,0
CUST-0311,21,Month-to-month,43.67898768391645,6,77,1077.2484729077166,0
CUST-0312,23,Month-to-month,77.11007635376627,2,63,1497.0792452313647,0
CUST-0313,32,Month-to-month,121.01138318369377,2,42,4267.572919382527,0
CUST-0314,56,Month-to-month,74.21094373631907,2,59,4119.85260148913,0
CUST-0315,67,Month-to-month,102.21709756677646,2,58,6494.185790598581,0
CUST-0316,23,One year,127.96952537041066,1,60,2775.4232585638492,1
CUST-0317,59,Month-to-month,66.13300717318612,0,91,3948.521759535749,0
CUST-0318,63,Two year,107.127867137081,5,34,6264.29923211219,1
CUST-0319,32,Month-to-month,53.358443960838606,4,78,1773.845085831685,0
CUST-0320,63,One year,64.54898591237985,4,72,3596.7987118871415,0
CUST-0321,44,Month-to-month,54.619929606888434,3,55,2393.434716640994,0
CUST-0322,19,Month-to-month,56.290454220585296,8,22,1136.8065581541948,0
CUST-0323,9,Month-to-month,106.6237075602533,5,46,1027.0107843428166,0
CUST-0324,67,Month-to-month,58.91823070584422,1,98,3950.3013970150037,0
CUST-0325,44,Month-to-month,33.96802370853162,7,89,1200.0021250638022,0
CUST-0326,22,Month-to-month,75.0600490748638,0,95,1576.2087621215574,0
CUST-0327,4,Month-to-month,93.65977816878106,0,88,384.17714086969534,0
CUST-0328,27,Month-to-month,83.70345083410595,3,29,2113.6694825963086,0
CUST-0329,55,Month-to-month,89.62513219868045,0,70,4743.047379340643,0
CUST-0330,26,Month-to-month,111.17703117411018,5,22,2502.945587872935,0
CUST-0331,30,Month-to-month,92.78465208480795,0,75,2383.819570417933,0
CUST-0332,15,Month-to-month,85.4564584642097,8,69,1332.0393993871796,0
CUST-0333,11,Month-to-month,69.97859153337339,2,86,578.910843353267,0
CUST-0334,65,One year,74.45405558075804,0,32,4483.834573629069,0
CUST-0335,43,Two year,83.10536720601908,6,89,3880.6221042119505,1
CUST-0336,1,Month-to-month,93.48902370097419,1,43,67.69292819704044,0
CUST-0337,44,Month-to-month,43.4071613790946,0,20,1914.5911639753933,0
CUST-0338,6,One year,92.49464128673579,9,50,612.5972757582922,1
CUST-0339,5,Month-to-month,128.35309339837383,6,27,581.3964137485884,1
CUST-0340,62,Month-to-month,79.7148899964629,2,65,4937.882526340825,0
CUST-0341,23,Month-to-month,120.24073035746379,3,24,2798.696323187131,0
CUST-0342,66,Month-to-month,36.94111108139987,2,81,2127.964448408811,0
CUST-0343,68,Two year,88.02131664090052,2,53,5208.138552343693,1
CUST-0344,56,Month-to-month,62.57406017817839,4,84,3246.3711365771937,0
CUST-0345,24,Two year,90.85829511168497,9,76,2540.9672449200934,1
CUST-0346,39,One year,93.24258095180367,6,40,3749.9118332516073,1
CUST-0347,12,Month-to-month,96.93176078587504,2,92,1416.128202994662,0
CUST-0348,44,Two year,82.35431282835242,5,24,2832.943255372002,1
CUST-0349,43,Month-to-month,96.78853669452994,2,33,4579.5192650498275,0
CUST-0350,52,One year,69.43046920674769,0,41,3901.7366228459005,0
CUST-0351,38,One year,94.20371081037912,4,76,3855.724524818132,0
CUST-0352,62,Month-to-month,107.64983476776456,1,44,5599.816723199836,0
CUST-0353,5,One year,88.2161894576422,7,97,479.748870217829,0
CUST-0354,56,One year,75.7829075892844,5,44,3838.9375180645125,1
CUST-0355,22,One year,125.70176291754409,0,80,2856.1683810293184,0
CUST-0356,11,One year,62.92306640617617,7,55,735.6132142081482,0
CUST-0357,41,Month-to-month,65.1861218619932,0,85,2239.922336096783,0
CUST-0358,7,Month-to-month,71.88966982994508,7,42,541.4146813903246,0
CUST-0359,17,Month-to-month,81.29956400066766,2,41,1485.682315489068,0
CUST-0360,47,One year,99.36140813342902,3,56,5235.575741233122,0
CUST-0361,52,Month-to-month,36.73009035824496,1,99,1944.6631565910118,0
CUST-0362,21,One year,57.344174573470596,7,63,1179.7076123078284,1
CUST-0363,52,Month-to-month,51.00769440053076,2,26,2340.563468714387,0
CUST-0364,42,Month-to-month,89.93480147001152,1,63,3947.1699061999243,0
CUST-0365,23,Month-to-month,54.02393918450485,8,60,1169.364176794656,0
CUST-0366,44,One year,94.29981662794638,5,93,4295.952373636502,0
CUST-0367,24,One year,109.32073395289999,6,36,2832.906927070878,1
CUST-0368,48,Month-to-month,88.13652085404374,1,57,4707.426275985527,0
CUST-0369,10,Month-to-month,41.531683669962845,5,31,447.36291231592264,0
CUST-0370,12,Month-to-month,48.49783086440686,9,21,633.4009453308599,0
CUST-0371,62,Two year,48.92551423603482,6,51,3725.4573324905546,0
CUST-0372,34,One year,67.96455507970131,9,50,2516.5526370823854,1
CUST-0373,60,Month-to-month,91.88583470957671,0,35,5114.895541691763,0
CUST-0374,26,Two year,43.439888272676924,5,81,1001.5162505674417,1
CUST-0375,28,Month-to-month,98.34093960196572,2,91,3163.990591858845,0
